Tabla M,nombre_dividido,standard_company_name,Estado
securitas direct españa s.a.u,"['securitas', 'direct', 'españa', 's.a.u']",Securitas Direct,Correcto
securitas seguridad españa,"['securitas', 'seguridad', 'españa']",Securitas Direct,Correcto
securitas seguridad españa s.a.,"['securitas', 'seguridad', 'españa', 's.a.']",Securitas Direct,Correcto
sedaser soluciones tecnologicas s.l.,"['sedaser', 'soluciones', 'tecnologicas', 's.l.']",Sedaser Soluciones Tecnológicas,Correcto
sedaser soluciones tecnológicas,"['sedaser', 'soluciones', 'tecnológicas']",Sedaser Soluciones Tecnológicas,Correcto
segula technologies,"['segula', 'technologies']",Segula Technologies,Correcto
segula technologies - barcelona,"['segula', 'technologies', '-', 'barcelona']",Segula Technologies,Correcto
seguridad a medida,"['seguridad', 'a', 'medida']",empresa anónima,Correcto
seguridad control y detección ( second ),"['seguridad', 'control', 'y', 'detección', '(', 'second', ')']",empresa anónima,Correcto
seidor,['seidor'],Seidor,Correcto
seidor,['seidor'],Seidor,Correcto
seidor,['seidor'],Seidor,Correcto
seidor opentrends,"['seidor', 'opentrends']",Seidor,Correcto
seis maquinaria,"['seis', 'maquinaria']",Seis Maquinaria,Correcto
"seis maquinaria, sll","['seis', 'maquinaria,', 'sll']",Seis Maquinaria,Correcto
selecta digital,"['selecta', 'digital']",Selecta Digital,Correcto
selecta selección de talento,"['selecta', 'selección', 'de', 'talento']",Selecta Digital,Correcto
seltime,['seltime'],Seltime,Correcto
seltime sl,"['seltime', 'sl']",Seltime,Correcto
sener,['sener'],SENER Aeroespacial y Defensa,Correcto
sener,['sener'],SENER Aeroespacial y Defensa,Correcto
sener aeroespacial,"['sener', 'aeroespacial']",SENER Aeroespacial y Defensa,Correcto
sener en aeroespacial,"['sener', 'en', 'aeroespacial']",SENER Aeroespacial y Defensa,Correcto
sener en aeroespacial,"['sener', 'en', 'aeroespacial']",SENER Aeroespacial y Defensa,Correcto
serbatic,['serbatic'],Serbatic,Correcto
serbatic,['serbatic'],Serbatic,Correcto
serem,['serem'],Serem,Correcto
serem,['serem'],Serem,Correcto
serem consultoría empresarial,"['serem', 'consultoría', 'empresarial']",Serem,Correcto
seres,['seres'],Seres,Correcto
seres (docaposte),"['seres', '(docaposte)']",Seres,Correcto
sermicro,['sermicro'],Sermicro,Correcto
sermicro,['sermicro'],Sermicro,Correcto
"servicios de programación, consultoria y otras activ. informaticas","['servicios', 'de', 'programación,', 'consultoria', 'y', 'otras', 'activ.', 'informaticas']",empresa anónima,Correcto
servicios integrales de informática,"['servicios', 'integrales', 'de', 'informática']",empresa anónima,Correcto
serviguidebpo,['serviguidebpo'],ServiguideBPO,Correcto
serviguidebpo,['serviguidebpo'],ServiguideBPO,Correcto
set europa,"['set', 'europa']",SET Europa,Correcto
set europa,"['set', 'europa']",SET Europa,Correcto
setesca,['setesca'],Setesca Talent,Correcto
setesca,['setesca'],Setesca Talent,Correcto
setesca talent,"['setesca', 'talent']",Setesca Talent,Correcto
shot edit estudio,"['shot', 'edit', 'estudio']",Shot edit Estudio,Correcto
shot edit estudio,"['shot', 'edit', 'estudio']",Shot edit Estudio,Correcto
siemens,['siemens'],Siemens,Correcto
siemens energy,"['siemens', 'energy']",Siemens,Correcto
siemens gamesa,"['siemens', 'gamesa']",Siemens,Correcto
siemens gamesa renewable energy,"['siemens', 'gamesa', 'renewable', 'energy']",Siemens,Correcto
"siemens gamesa renewable energy, s.a.","['siemens', 'gamesa', 'renewable', 'energy,', 's.a.']",Siemens,Correcto
signify,['signify'],Signify Technology,Correcto
signify netherlands b.v.,"['signify', 'netherlands', 'b.v.']",Signify Technology,Correcto
signify technology,"['signify', 'technology']",Signify Technology,Correcto
sistemas de datos sl,"['sistemas', 'de', 'datos', 'sl']",Sistemas de Datos,Correcto
sistemas integrales cualificados,"['sistemas', 'integrales', 'cualificados']",S.I.C. Sistemas,Correcto
sistemas técnicos interactivos sl,"['sistemas', 'técnicos', 'interactivos', 'sl']",Sistemas Técnicos Interactivos,Correcto
sm2,['sm2'],Sm2 Software & Services Management,Correcto
sm2 software & services management s.a.,"['sm2', 'software', '&', 'services', 'management', 's.a.']",Sm2 Software & Services Management,Correcto
smartway studio,"['smartway', 'studio']",SmartWay Studio,Correcto
smartway vp,"['smartway', 'vp']",SmartWay VP,Correcto
smx services & consulting,"['smx', 'services', '&', 'consulting']",SMX Services & Consulting,Correcto
smx usa,"['smx', 'usa']",SMX Services & Consulting,Correcto
sngular,['sngular'],Sngular,Correcto
sngular,['sngular'],Sngular,Correcto
social point,"['social', 'point']",Social Point,Correcto
social you,"['social', 'you']",Socialyou,Correcto
"social you, s.l.","['social', 'you,', 's.l.']",Socialyou,Correcto
"social you, sl","['social', 'you,', 'sl']",Socialyou,Correcto
sociedad ibérica de construcciones eléctricas,"['sociedad', 'ibérica', 'de', 'construcciones', 'eléctricas']",SICE,Correcto
sociedad textil lonia,"['sociedad', 'textil', 'lonia']",Sociedad Textil Lonia,Correcto
softtek,['softtek'],Softtek,Correcto
softtek,['softtek'],Softtek,Correcto
sollers consulting,"['sollers', 'consulting']",Sollers Consulting,Correcto
sollers consulting sp. z o.o.,"['sollers', 'consulting', 'sp.', 'z', 'o.o.']",Sollers Consulting,Correcto
soltel,['soltel'],Soltel Group,Correcto
soltel group,"['soltel', 'group']",Soltel Group,Correcto
soluciones informáticas,"['soluciones', 'informáticas']",empresa anónima,Correcto
"soluciones tecnológicas en i+d e ingenieria, en outsourcing y en representación del talento","['soluciones', 'tecnológicas', 'en', 'i+d', 'e', 'ingenieria,', 'en', 'outsourcing', 'y', 'en', 'representación', 'del', 'talento']",empresa anónima,Correcto
sopra steria,"['sopra', 'steria']",Sopra Steria,Correcto
sopra steria españa,"['sopra', 'steria', 'españa']",Sopra Steria,Correcto
sosmatic,['sosmatic'],Sosmatic,Correcto
sosmatic,['sosmatic'],Sosmatic,Correcto
sosmatic,['sosmatic'],Sosmatic,Correcto
sotec consulting,"['sotec', 'consulting']",Sotec Consulting,Correcto
sotec consulting,"['sotec', 'consulting']",Sotec Consulting,Correcto
source group international,"['source', 'group', 'international']",Source Group International,Correcto
source technology,"['source', 'technology']",Source Technology,Correcto
stockholm precision tools,"['stockholm', 'precision', 'tools']",Stockholm Precision Tools,Correcto
stockholm precision tools ab (spt),"['stockholm', 'precision', 'tools', 'ab', '(spt)']",Stockholm Precision Tools,Correcto
stratesys,['stratesys'],Stratesys,Correcto
stratesys,['stratesys'],Stratesys,Correcto
swiss re,"['swiss', 're']",Swiss Re Group,Correcto
swiss re,"['swiss', 're']",Swiss Re Group,Correcto
sygris,['sygris'],Sygris,Correcto
sygris,['sygris'],Sygris,Correcto
syneos health,"['syneos', 'health']",Syneos Health,Correcto
syneos health clinical,"['syneos', 'health', 'clinical']",Syneos Health,Correcto
synergie,['synergie'],Synergie,Correcto
"synergie t.t., e.t.t. comunidad de madrid","['synergie', 't.t.,', 'e.t.t.', 'comunidad', 'de', 'madrid']",Synergie,Correcto
synergie tt ett sau,"['synergie', 'tt', 'ett', 'sau']",Synergie,Correcto
t-systems,['t-systems'],T-Systems,Correcto
t-systems iberia,"['t-systems', 'iberia']",T-Systems,Correcto
talent,['talent'],empresa anónima,Correcto
talent 4.0,"['talent', '4.0']",Talent 4.0,Correcto
talent arete,"['talent', 'arete']",Talent arete,Correcto
talent areté,"['talent', 'areté']",Talent arete,Correcto
talent brand,"['talent', 'brand']",Talent brand,Correcto
talent hackers,"['talent', 'hackers']",Talent hackers,Correcto
talent match,"['talent', 'match']",Talent match,Correcto
talent search people,"['talent', 'search', 'people']",Talent search people,Correcto
talent services [grupo castilla],"['talent', 'services', '[grupo', 'castilla]']",Talent services [Grupo castilla],Correcto
tecnalia,['tecnalia'],Tecnalia,Correcto
tecnalia,['tecnalia'],Tecnalia,Correcto
tecnalia research & innovation,"['tecnalia', 'research', '&', 'innovation']",Tecnalia,Correcto
tecnoderecho,['tecnoderecho'],Tecnoderecho Sistemas,Correcto
tecnoderecho sistemas,"['tecnoderecho', 'sistemas']",Tecnoderecho Sistemas,Correcto
telefónica,['telefónica'],Telefónica,Correcto
telefónica soluciones de outsourcing,"['telefónica', 'soluciones', 'de', 'outsourcing']",Telefónica,Correcto
telefónica tech,"['telefónica', 'tech']",Telefónica,Correcto
teleperformance,['teleperformance'],Teleperformance,Correcto
teleperformance portugal,"['teleperformance', 'portugal']",Teleperformance,Correcto
televes,['televes'],Televes Corporation,Correcto
televes corporation,"['televes', 'corporation']",Televes Corporation,Correcto
thales,['thales'],Thales,Correcto
"thales españa grp, s.a.u.","['thales', 'españa', 'grp,', 's.a.u.']",Thales,Correcto
"thales españa sistemas, s.a.u.","['thales', 'españa', 'sistemas,', 's.a.u.']",Thales,Correcto
the adecco group,"['the', 'adecco', 'group']",Adecco,Correcto
the adecco groupe,"['the', 'adecco', 'groupe']",Adecco,Correcto
the art of living in spain,"['the', 'art', 'of', 'living', 'in', 'spain']",The Art of Living in Spain,Correcto
the boston consulting group,"['the', 'boston', 'consulting', 'group']",Boston Consulting Group,Correcto
the cocktail,"['the', 'cocktail']",The Cocktail,Correcto
the consulting solutions,"['the', 'consulting', 'solutions']",The Consulting Solutions,Correcto
the cornerstone talent,"['the', 'cornerstone', 'talent']",The Cornerstone Talent,Correcto
the dream shop sl,"['the', 'dream', 'shop', 'sl']",The Dream Shop,Correcto
the esports network- jobboard,"['the', 'esports', 'network-', 'jobboard']",The eSports Network,Correcto
the fini company es,"['the', 'fini', 'company', 'es']",The Fini Company,Correcto
the heineken company,"['the', 'heineken', 'company']",The Heineken Company,Correcto
the ingenious laboratory,"['the', 'ingenious', 'laboratory']",The Ingenious Laboratory,Correcto
the jump,"['the', 'jump']",The Jump,Correcto
the knot worldwide,"['the', 'knot', 'worldwide']",The Knot Worldwide,Correcto
the multiplayer group (mpg),"['the', 'multiplayer', 'group', '(mpg)']",The Multiplayer Group,Correcto
"the ogilvy group, llc","['the', 'ogilvy', 'group,', 'llc']",The Ogilvy Group,Correcto
the recycle room,"['the', 'recycle', 'room']",The Recycle Room,Correcto
the sales gang,"['the', 'sales', 'gang']",The Sales Gang,Correcto
the ticket merchant,"['the', 'ticket', 'merchant']",The Ticket Merchant,Correcto
the tmrw foundation,"['the', 'tmrw', 'foundation']",The Tmrw Foundation,Correcto
the weir group plc,"['the', 'weir', 'group', 'plc']",The Weir Group Plc,Correcto
the white team,"['the', 'white', 'team']",The White Team,Correcto
the whiteam,"['the', 'whiteam']",The Whiteam,Correcto
the wise seeker,"['the', 'wise', 'seeker']",The Wise Seeker,Correcto
the wise seeker s.l,"['the', 'wise', 'seeker', 's.l']",The Wise Seeker,Correcto
the workshop,"['the', 'workshop']",The Workshop,Correcto
tigloo,['tigloo'],Tigloo,Correcto
tigloo,['tigloo'],Tigloo,Correcto
top doctors,"['top', 'doctors']",Top Doctors,Correcto
top seo,"['top', 'seo']",Top SEO,Correcto
trentia,['trentia'],Trentia Consulting,Correcto
trentia consulting,"['trentia', 'consulting']",Trentia Consulting,Correcto
triangle talent - solutions rrhh (españa),"['triangle', 'talent', '-', 'solutions', 'rrhh', '(españa)']",Triangle Talent Solutions,Correcto
triangle talent solutions,"['triangle', 'talent', 'solutions']",Triangle Talent Solutions,Correcto
troop,['troop'],Troop,Correcto
troop,['troop'],Troop,Correcto
trs staffing,"['trs', 'staffing']",TRS Staffing Solutions,Correcto
trs staffing solutions,"['trs', 'staffing', 'solutions']",TRS Staffing Solutions,Correcto
trs staffing solutions,"['trs', 'staffing', 'solutions']",TRS Staffing Solutions,Correcto
tui,['tui'],TUI Group,Correcto
tui group,"['tui', 'group']",TUI Group,Correcto
tuyú technology,"['tuyú', 'technology']",Tuyú Technology,Correcto
tuyú technology,"['tuyú', 'technology']",Tuyú Technology,Correcto
unitel,['unitel'],Unitel,Correcto
unitel s.l.,"['unitel', 's.l.']",Unitel,Correcto
universidad alfonso x el sabio,"['universidad', 'alfonso', 'x', 'el', 'sabio']",Universidad Alfonso X El Sabio,Correcto
universidad católica san antonio de murcia,"['universidad', 'católica', 'san', 'antonio', 'de', 'murcia']",Universidad Católica San Antonio de Murcia,Correcto
universidad de murcia,"['universidad', 'de', 'murcia']",Universidad de Murcia,Correcto
universidad europea,"['universidad', 'europea']",Universidad Europea,Correcto
universidad politécnica de madrid,"['universidad', 'politécnica', 'de', 'madrid']",Universidad Politécnica de Madrid,Correcto
universitat de valència,"['universitat', 'de', 'valència']",Universitat de València,Correcto
universitat de valència,"['universitat', 'de', 'valència']",Universitat de València,Correcto
ust,['ust'],UST Global,Correcto
ust españa & latam,"['ust', 'españa', '&', 'latam']",UST Global,Correcto
ust global,"['ust', 'global']",UST Global,Correcto
ust logistical systems,"['ust', 'logistical', 'systems']",UST Global,Correcto
valora,['valora'],Valora Recursos Humanos,Correcto
valora recursos humanos,"['valora', 'recursos', 'humanos']",Valora Recursos Humanos,Correcto
vass,['vass'],VASS,Correcto
vass,['vass'],VASS,Correcto
vass consultoría de sistemas,"['vass', 'consultoría', 'de', 'sistemas']",VASS,Correcto
vass latam,"['vass', 'latam']",VASS,Correcto
vass media,"['vass', 'media']",VASS,Correcto
velatia,['velatia'],VETALIA Careers and Employment,Correcto
velatia careers,"['velatia', 'careers']",VETALIA Careers and Employment,Correcto
veolia,['veolia'],Veolia,Correcto
veolia environnement sa,"['veolia', 'environnement', 'sa']",Veolia,Correcto
viajes para ti,"['viajes', 'para', 'ti']",Viajes Para Ti,Correcto
viajes para ti,"['viajes', 'para', 'ti']",Viajes Para Ti,Correcto
vicente,['vicente'],vicente,
vicente ferrer,"['vicente', 'ferrer']",vicente,
vinci,['vinci'],VINCI Energies,Correcto
vinci energies,"['vinci', 'energies']",VINCI Energies,Correcto
viseo,['viseo'],Viseo,Correcto
viseo,['viseo'],Viseo,Correcto
viseo - spain,"['viseo', '-', 'spain']",Viseo,Correcto
viseo iberia,"['viseo', 'iberia']",Viseo,Correcto
vista,['vista'],Vista Animations,Correcto
vista animations sl,"['vista', 'animations', 'sl']",Vista Animations,Correcto
voiping,['voiping'],Voiping US,Correcto
voiping us,"['voiping', 'us']",Voiping US,Correcto
walters people,"['walters', 'people']",Walters People,Correcto
walters people spain,"['walters', 'people', 'spain']",Walters People,Correcto
we are love sl,"['we', 'are', 'love', 'sl']",We Are Love,Correcto
we are metodica sl,"['we', 'are', 'metodica', 'sl']",We Are Metodica,Correcto
we bring strategy consultants,"['we', 'bring', 'strategy', 'consultants']",We Bring,Correcto
we formacion s.l.,"['we', 'formacion', 's.l.']",We Formación,Correcto
webhelp,['webhelp'],Webhelp,Correcto
webhelp,['webhelp'],Webhelp,Correcto
weewoo,['weewoo'],Weewoo,Correcto
weewoo sl,"['weewoo', 'sl']",Weewoo,Correcto
wefox,['wefox'],Wefox Group,Correcto
wefox 56 ag,"['wefox', '56', 'ag']",Wefox Group,Correcto
wefox group,"['wefox', 'group']",Wefox Group,Correcto
winche redes comerciales,"['winche', 'redes', 'comerciales']",Winche Redes Comerciales,Correcto
winche redes comerciales,"['winche', 'redes', 'comerciales']",Winche Redes Comerciales,Correcto
winning,['winning'],Winning Consulting,Correcto
winning consulting,"['winning', 'consulting']",Winning Consulting,Correcto
winning scientific management spain,"['winning', 'scientific', 'management', 'spain']",Winning Consulting,Correcto
winning spain,"['winning', 'spain']",Winning Consulting,Correcto
ysondos,['ysondos'],ySondos,Correcto
ysondos,['ysondos'],ySondos,Correcto
zaidan it consulting,"['zaidan', 'it', 'consulting']",Zaidan It Solutions,Correcto
zaidan it consulting,"['zaidan', 'it', 'consulting']",Zaidan It Solutions,Correcto
zemsania,['zemsania'],Zemsania Global Group,Correcto
zemsania global group,"['zemsania', 'global', 'group']",Zemsania Global Group,Correcto
zurich insurance,"['zurich', 'insurance']",Zurich Insurance Group,Correcto
zurich insurance company ltd.,"['zurich', 'insurance', 'company', 'ltd.']",Zurich Insurance Group,Correcto
